restaurant_name,location,city,cuisines,average_cost_for_two,aggregate_rating,votes,restaurant_type,online_order,book_table
The Teal Door Cafe,Indiranagar,Old Airport Road,"cafe, continental",800.0,4.2,1920,Cafe,Yes,No
Art of Delight,Residency Road,Residency Road,"ice cream, desserts, beverages",400.0,4.4,1916,Dessert Parlor,No,No
"3B's - Buddies, Bar & Barbecues",Marathahalli,Marathahalli,"north indian, mediterranean, european, bbq",1100.0,4.5,1914,"Casual Dining, Bar",No,Yes
Bombay Brasserie,Indiranagar,Old Airport Road,modern indian,1800.0,4.4,1909,Casual Dining,Yes,No
Berry'd Alive,Koramangala 5Th Block,Btm,desserts,400.0,4.3,1904,Dessert Parlor,No,No
Gufha - The President Hotel,Jayanagar,Basavanagudi,"north indian, mughlai, afghan",1200.0,4.1,1903,Casual Dining,Yes,Yes
Roots,Koramangala 1St Block,Koramangala 7Th Block,"north indian, south indian, chinese, continental, mangalorean",1200.0,4.6,1897,"Casual Dining, Bar",Yes,Yes
Moriz Restaurant,Brookefield,Whitefield,"arabian, north indian, biryani, chinese, seafood",750.0,2.8,1884,Casual Dining,Yes,No
Mudpipe Cafe,Btm,Koramangala 7Th Block,"cafe, continental, burger",900.0,4.5,1883,Cafe,Yes,Yes
Oye Amritsar,Koramangala 6Th Block,Koramangala 7Th Block,north indian,600.0,4.0,1880,Casual Dining,Yes,Yes
Mavalli Tiffin Room (MTR),Indiranagar,Indiranagar,south indian,300.0,4.3,1878,Quick Bites,No,No
Empire Restaurant,Frazer Town,Mg Road,"north indian, mughlai, south indian, chinese",750.0,4.1,1876,Casual Dining,Yes,No
Toscano,Lavelle Road,Brigade Road,"italian, salad",1500.0,4.4,1867,Casual Dining,Yes,Yes
Wall Street 657,Indiranagar,Indiranagar,"finger food, continental",1200.0,4.1,1858,Bar,No,No
Jonah's,Indiranagar,Old Airport Road,"italian, seafood, american, continental",1100.0,4.1,1857,"Casual Dining, Bar",Yes,Yes
Smally's Resto Cafe,Ulsoor,Mg Road,"cafe, italian, burger, american, steak",650.0,4.1,1857,Cafe,Yes,Yes
China Pearl,Koramangala 6Th Block,Koramangala 7Th Block,chinese,1100.0,4.4,1856,Casual Dining,Yes,Yes
Bistro Claytopia,Koramangala 1St Block,Koramangala 7Th Block,"cafe, american, italian, burger",600.0,4.1,1856,Cafe,Yes,Yes
Imli,Indiranagar,Old Airport Road,"north indian, street food",800.0,3.8,1850,Casual Dining,Yes,No
Hari Super Sandwich,Jayanagar,Jayanagar,"fast food, street food",200.0,4.4,1833,Quick Bites,No,No
The Punjabi Rasoi,Hsr,Hsr,north indian,800.0,4.0,1829,Casual Dining,No,No
Golkonda Chimney,Marathahalli,Marathahalli,"biryani, north indian, mughlai",850.0,3.5,1824,Casual Dining,Yes,Yes
BelgYum,Whitefield,Whitefield,desserts,400.0,4.6,1822,Dessert Parlor,No,No
Biriyani Zone,Marathahalli,Marathahalli,"biryani, north indian, chinese, seafood",800.0,3.8,1819,Casual Dining,Yes,No
Nagarjuna,Residency Road,Residency Road,"andhra, biryani",800.0,4.3,1817,Casual Dining,No,No
Hanoi - Vietnamese Cuisine,Koramangala 4Th Block,Koramangala 7Th Block,vietnamese,1000.0,4.4,1811,Casual Dining,Yes,Yes
Dice N Dine,Koramangala 5Th Block,Koramangala 7Th Block,"continental, cafe, italian, fast food, steak",900.0,4.3,1810,"Casual Dining, Cafe",Yes,Yes
Yo! Chow,Marathahalli,Marathahalli,"chinese, momos",800.0,4.4,1810,Casual Dining,Yes,Yes
Loveshack,Domlur,Old Airport Road,"continental, pizza, north indian, goan, cafe",1600.0,4.0,1808,"Lounge, Cafe",No,Yes
Kobe Sizzlers,Koramangala 5Th Block,Koramangala 7Th Block,"american, continental, fast food, steak",1000.0,4.1,1799,Casual Dining,No,Yes
Tandoori Taal,Indiranagar,Old Airport Road,"biryani, north indian",900.0,4.3,1799,Casual Dining,Yes,Yes
What's In A Name,Koramangala 5Th Block,Koramangala 7Th Block,"finger food, asian, european, italian",1200.0,4.1,1798,Pub,Yes,Yes
Gilly's Restobar,Brookefield,Marathahalli,"continental, finger food, north indian, chinese",1200.0,4.4,1798,"Pub, Casual Dining",No,Yes
55 Wall Street,Jp Nagar,Jayanagar,"finger food, north indian, chinese",1300.0,3.9,1791,Bar,No,Yes
Maiyas,Jayanagar,Koramangala 7Th Block,"north indian, south indian, fast food, juices",200.0,4.0,1785,Quick Bites,Yes,No
The Pizza Bakery,Indiranagar,Old Airport Road,"italian, pizza, beverages",1200.0,4.8,1785,Casual Dining,Yes,Yes
The Irish House,Whitefield,Whitefield,"european, american",1700.0,4.3,1776,"Casual Dining, Pub",No,Yes
Meghana Foods,Indiranagar,Old Airport Road,north indian,800.0,4.2,1774,Casual Dining,Yes,Yes
Hoppipola,Church Street,Brigade Road,"continental, mediterranean, european",1300.0,4.3,1773,Lounge,No,No
The Egg Factory,St. Marks Road,Residency Road,"continental, american",750.0,4.2,1773,Casual Dining,Yes,No
The White Room - Coffee & Kitchen,Church Street,Lavelle Road,"cafe, continental, american, desserts",1000.0,4.1,1769,Cafe,No,Yes
Boho,Koramangala 5Th Block,Koramangala 7Th Block,"continental, asian, american, north indian, desserts",1200.0,4.2,1768,Casual Dining,No,Yes
THE RIG,Sarjapur Road,Sarjapur Road,"continental, finger food, pizza",1500.0,4.3,1764,"Microbrewery, Casual Dining",No,Yes
Onesta,Basavanagudi,Basavanagudi,"pizza, cafe, italian",600.0,4.6,1755,"Casual Dining, Cafe",Yes,Yes
The Fat Chef,Whitefield,Whitefield,"japanese, italian, american, asian, north indian, steak",1400.0,4.1,1755,Casual Dining,Yes,Yes
Belgian Waffle Factory,Brigade Road,Mg Road,desserts,400.0,4.9,1750,Dessert Parlor,Yes,No
1522 - The Pub,Koramangala 4Th Block,Koramangala 7Th Block,"chinese, continental, north indian",1400.0,4.2,1746,Pub,No,Yes
1522 - The Pub,Malleshwaram,Rajajinagar,"chinese, continental, north indian",1400.0,4.2,1734,Pub,Yes,No
Smoor,Indiranagar,Old Airport Road,"desserts, cafe, beverages",900.0,4.6,1732,"Dessert Parlor, Cafe",Yes,No
Smally's Resto Cafe,Koramangala 5Th Block,Btm,"cafe, italian, burger, american, steak",650.0,4.2,1722,Cafe,Yes,Yes
Kabab Magic,Basavanagudi,Basavanagudi,"north indian, kebab, chinese, fast food",400.0,4.1,1720,Quick Bites,Yes,No
Plan B,Indiranagar,Old Airport Road,"continental, bbq, steak",1100.0,4.1,1699,"Casual Dining, Pub",No,No
Kopper Kadai,Koramangala 5Th Block,Koramangala 7Th Block,"north indian, chinese",1200.0,4.1,1698,Casual Dining,No,No
AB's - Absolute Barbecues,Kalyan Nagar,Kammanahalli,"european, mediterranean, north indian, bbq",1400.0,4.7,1697,Casual Dining,No,Yes
Punjabi Times,Bellandur,Sarjapur Road,north indian,1100.0,4.1,1696,"Casual Dining, Bar",Yes,Yes
Paradise,Whitefield,Whitefield,"biryani, north indian, kebab",800.0,4.0,1688,Casual Dining,Yes,Yes
Burma Burma,Indiranagar,Old Airport Road,"asian, burmese",1500.0,4.7,1677,Casual Dining,Yes,No
Pasta Street,Indiranagar,Old Airport Road,"italian, pizza, salad",1300.0,4.5,1673,Casual Dining,Yes,Yes
Bricklane,Indiranagar,Old Airport Road,"italian, mediterranean, pizza",1500.0,4.2,1658,Casual Dining,No,Yes
Szechuan Dragon,Banashankari,Jayanagar,"chinese, thai, momos",600.0,4.2,1654,Casual Dining,Yes,No
Cafe Max,Indiranagar,Indiranagar,"cafe, continental, italian, german, french, spanish",1300.0,4.2,1654,"Cafe, Casual Dining",No,No
Boondock Bistro,Whitefield,Whitefield,"steak, continental, american, italian, salad, cafe",900.0,3.9,1649,"Casual Dining, Cafe",Yes,Yes
Pasta Street,Cunningham Road,Residency Road,"italian, pizza, salad",1300.0,4.5,1648,Casual Dining,Yes,Yes
Biriyani Zone,Whitefield,Whitefield,"biryani, north indian, chinese, seafood",800.0,4.0,1633,Casual Dining,Yes,No
Via Milano,Koramangala 4Th Block,Koramangala 7Th Block,"salad, italian, desserts, pizza",1500.0,4.2,1629,Casual Dining,Yes,Yes
Hyderabad Biryaani House,Old Airport Road,Old Airport Road,"biryani, north indian, chinese",700.0,3.9,1627,Casual Dining,Yes,No
The Permit Room,Brigade Road,Residency Road,south indian,1500.0,4.5,1611,"Casual Dining, Bar",No,No
Wok Paper Scissors,Koramangala 5Th Block,Koramangala 7Th Block,"asian, malaysian, chinese, thai, momos",550.0,4.3,1594,Casual Dining,Yes,No
XOOX Brewmill,Koramangala 5Th Block,Koramangala 7Th Block,"modern indian, european, asian",2000.0,4.4,1592,"Microbrewery, Casual Dining",No,Yes
Here & Now,Hsr,Koramangala 4Th Block,"cafe, american, burger, beverages",750.0,4.6,1590,Cafe,No,No
Paradise,New Bel Road,New Bel Road,"biryani, north indian, kebab",800.0,4.0,1586,Casual Dining,Yes,No
Sharief Bhai,Koramangala 5Th Block,Koramangala 7Th Block,"mughlai, biryani",700.0,4.4,1582,Casual Dining,No,Yes
Karama Restaurant,Koramangala 5Th Block,Koramangala 7Th Block,"arabian, north indian, beverages",750.0,4.1,1574,Casual Dining,Yes,No
Esplanade,Indiranagar,Indiranagar,bengali,1000.0,4.3,1563,Casual Dining,No,No
Mainland China,Whitefield,Whitefield,chinese,1700.0,4.7,1562,Casual Dining,Yes,Yes
B-hive,Koramangala 1St Block,Koramangala 6Th Block,"finger food, north indian",1200.0,4.3,1561,Pub,No,Yes
OPUS Club,Sarjapur Road,Sarjapur Road,"continental, italian, north indian, mexican",1900.0,4.4,1558,Pub,No,Yes
Mainland China,Indiranagar,Old Airport Road,chinese,1700.0,4.4,1555,Casual Dining,Yes,Yes
Silbatti,Hsr,Hsr,north indian,750.0,3.9,1554,Casual Dining,No,Yes
Zaitoon,Jp Nagar,Jayanagar,"bbq, arabian, chinese, north indian, desserts",1000.0,4.1,1551,Casual Dining,Yes,Yes
Corner House Ice Cream,Koramangala 7Th Block,Koramangala 7Th Block,"ice cream, desserts",400.0,4.5,1547,Dessert Parlor,No,No
Bootlegger,Lavelle Road,Residency Road,"continental, steak",1200.0,4.1,1546,Pub,No,No
Malabar Bay,Btm,Koramangala 7Th Block,"kerala, seafood, chinese, biryani, juices",800.0,4.2,1544,Casual Dining,Yes,Yes
Eat Street,Koramangala 6Th Block,Koramangala 7Th Block,"north indian, chinese, italian, street food, desserts",600.0,4.2,1536,Quick Bites,No,No
Chili's American Grill & Bar,Bellandur,Sarjapur Road,"american, tex-mex, burger, bbq",1800.0,4.6,1534,"Casual Dining, Bar",Yes,Yes
Dhaba - Estd 1986 Delhi,Indiranagar,Old Airport Road,"north indian, mughlai, desserts",1500.0,4.4,1526,"Casual Dining, Bar",Yes,Yes
154 Breakfast Club,Koramangala 3Rd Block,Koramangala 6Th Block,"cafe, continental",900.0,4.0,1519,Cafe,Yes,Yes
Al Amanah Cafe,Kammanahalli,Kammanahalli,"middle eastern, fast food, rolls",300.0,4.4,1514,Quick Bites,Yes,No
Kobe Sizzlers,Indiranagar,Old Airport Road,"american, continental, fast food, steak",1500.0,4.1,1503,Casual Dining,Yes,Yes
Rural Blues,Sarjapur Road,Sarjapur Road,"european, mediterranean, asian, north indian, south indian, momos",1300.0,4.3,1499,"Casual Dining, Bar",Yes,Yes
Oye Amritsar,Indiranagar,Old Airport Road,north indian,600.0,3.9,1489,Casual Dining,Yes,Yes
La Casa Brewery And Kitchen,Sarjapur Road,Sarjapur Road,"finger food, continental, seafood",1500.0,4.4,1476,"Microbrewery, Casual Dining",Yes,Yes
SkyDeck By Sherlock's,Mg Road,Residency Road,"continental, chinese, finger food, north indian",1500.0,4.2,1476,"Pub, Casual Dining",No,Yes
Hungry Hippie,Koramangala 5Th Block,Koramangala 7Th Block,"cafe, continental, italian, burger",800.0,4.3,1475,Cafe,No,Yes
Lakeview Milkbar,Mg Road,Residency Road,"desserts, fast food, beverages",450.0,4.0,1469,"Dessert Parlor, Cafe",No,No
Dr. Sheesha,Jp Nagar,Jayanagar,"cafe, chinese, continental, italian",800.0,4.2,1466,Cafe,No,Yes
Nandhana Palace,Marathahalli,Marathahalli,"andhra, biryani, north indian, chinese",800.0,4.2,1459,"Casual Dining, Bar",No,Yes
Savoury Restaurant,Frazer Town,Mg Road,"arabian, north indian, chinese, beverages",800.0,4.1,1453,Casual Dining,Yes,No
Connie's Restaurant & Steakhouse,Kammanahalli,Kammanahalli,"steak, continental, burger, american, bbq, european, salad",1500.0,4.3,1446,Casual Dining,Yes,Yes
Smally's Resto Cafe,New Bel Road,New Bel Road,"cafe, italian, burger, american, steak",650.0,4.2,1443,Cafe,Yes,No
Caperberry,Lavelle Road,Residency Road,"spanish, italian, mediterranean, european, salad",2200.0,4.6,1439,Fine Dining,No,Yes
Andhra Ruchulu,Jp Nagar,Jp Nagar,"andhra, north indian",800.0,4.2,1432,Casual Dining,Yes,Yes
Hangover,Indiranagar,Old Airport Road,"thai, chinese, north indian, continental, steak",1500.0,4.0,1431,"Bar, Casual Dining",Yes,Yes
Mainland China,Church Street,Residency Road,chinese,1700.0,4.5,1431,"Casual Dining, Bar",Yes,Yes
Watson's,Ulsoor,Mg Road,"finger food, north indian",1300.0,4.2,1430,Pub,No,Yes
Churchill's,Jp Nagar,Jayanagar,"north indian, continental",1100.0,4.1,1411,"Casual Dining, Pub",Yes,Yes
The Local - Terrace Drinkery,Koramangala 6Th Block,Koramangala 4Th Block,"continental, american, pizza, bbq",1000.0,4.0,1409,"Pub, Casual Dining",No,No
Burger King,Indiranagar,Mg Road,"burger, fast food, beverages",600.0,4.0,1400,Quick Bites,Yes,No
Smoke - The Sizzler House,Koramangala 7Th Block,Koramangala 7Th Block,"continental, chinese, thai, italian, bbq, steak",1100.0,4.0,1394,Casual Dining,Yes,Yes
Over The Top Terrace Lounge,Koramangala 5Th Block,Koramangala 7Th Block,"continental, north indian",1400.0,3.9,1390,Lounge,No,Yes
Food Ras,Electronic City,Electronic City,"north indian, chinese, japanese, european, seafood",900.0,4.3,1387,Casual Dining,Yes,Yes
The Ants Cafe & Store,Indiranagar,Old Airport Road,"cafe, italian, fast food",800.0,3.9,1387,Cafe,Yes,Yes
Baithak,Hsr,Sarjapur Road,"continental, north indian, mughlai",1100.0,4.2,1385,"Casual Dining, Bar",No,No
Mangalore pearl - Seafood Restaurant,Frazer Town,Residency Road,"mangalorean, seafood",700.0,4.3,1384,Casual Dining,Yes,No
Safe House,Hsr,Koramangala 4Th Block,"continental, north indian, chinese, finger food",1200.0,4.1,1382,"Bar, Casual Dining",No,Yes
Tandoor,Mg Road,Residency Road,north indian,2100.0,3.9,1377,Fine Dining,Yes,Yes
Harry's Bar + Cafe,Koramangala 7Th Block,Koramangala 7Th Block,"asian, american, mexican",1400.0,4.2,1372,"Casual Dining, Bar",Yes,Yes
Barbecoa,Marathahalli,Marathahalli,"north indian, continental, chettinad, andhra, bengali",1000.0,4.3,1370,Casual Dining,No,No
Hyderabadi Spice,Electronic City,Electronic City,"biryani, north indian",600.0,4.0,1369,Casual Dining,Yes,No
Barbecue by Punjab Grill,Malleshwaram,Rajajinagar,bbq,1300.0,4.8,1367,Casual Dining,No,Yes
Moriz Restaurant,Electronic City,Electronic City,"arabian, seafood, north indian, chinese, bbq, biryani, beverages",700.0,3.1,1365,Casual Dining,Yes,No
Hyderabad Biryaani House,Richmond Road,Residency Road,"biryani, north indian, chinese",700.0,4.2,1364,Casual Dining,No,No
Russh Gastropub,Church Street,Residency Road,"continental, italian, burger",1100.0,4.2,1359,Pub,No,No
Starbucks,Koramangala 7Th Block,Koramangala 7Th Block,"cafe, desserts",700.0,4.1,1359,Cafe,No,No
Byblos,Indiranagar,Old Airport Road,"lebanese, arabian, middle eastern, salad, beverages",1700.0,4.2,1352,Casual Dining,Yes,Yes
Leon Grill,Jeevan Bhima Nagar,Old Airport Road,"burger, fast food",500.0,4.2,1345,Quick Bites,Yes,No
Sunny's,Lavelle Road,Mg Road,"european, italian, seafood, continental",2100.0,4.1,1343,"Casual Dining, Bar",No,Yes
Zero Mile Punjab,Hsr,Koramangala 6Th Block,"north indian, mughlai",800.0,4.1,1342,Casual Dining,Yes,Yes
Doff Pub and Lounge,Indiranagar,Indiranagar,"continental, american, pizza, north indian, chinese, finger food, asian, thai",1500.0,4.1,1341,Lounge,No,Yes
TGI Fridays,Bannerghatta Road,Jp Nagar,"american, burger, italian, steak",1700.0,3.9,1340,Lounge,Yes,Yes
Imperio Restaurant,Kalyan Nagar,Kammanahalli,"north indian, mughlai, biryani, south indian, beverages",800.0,4.4,1339,Casual Dining,Yes,Yes
Ciclo Cafe,Indiranagar,Old Airport Road,"cafe, italian, american",1000.0,4.3,1332,"Cafe, Casual Dining",Yes,No
The Rasoiya Street,Hsr,Koramangala 4Th Block,"north indian, continental, mediterranean, chinese",800.0,4.1,1326,Casual Dining,Yes,Yes
Sarjapur Social,Sarjapur Road,Sarjapur Road,"american, north indian, chinese, finger food",1500.0,4.6,1324,"Bar, Casual Dining",Yes,No
Mango Tree- The Beer Garden,Jp Nagar,Jp Nagar,"north indian, chinese, continental",1200.0,4.1,1322,Casual Dining,Yes,Yes
Shizusan Shophouse & Bar,Whitefield,Whitefield,"asian, japanese, vietnamese, korean, chinese, thai",1800.0,4.4,1313,"Casual Dining, Bar",Yes,Yes
Truffles,Indiranagar,Indiranagar,"cafe, american, burger, steak",900.0,4.6,1313,"Cafe, Casual Dining",No,No
The Egg Factory,Jp Nagar,Jayanagar,"continental, american",750.0,0.0,1313,Casual Dining,Yes,No
Go Native,Jayanagar,Basavanagudi,"healthy food, cafe, beverages",800.0,4.3,1302,"Casual Dining, Cafe",Yes,Yes
Fattoush,Btm,Koramangala 7Th Block,"arabian, mughlai, biryani, north indian, chinese, seafood",900.0,4.1,1298,Casual Dining,Yes,No
Nagarjuna,Bannerghatta Road,Jp Nagar,"andhra, biryani",800.0,4.2,1292,Casual Dining,No,No
Mumbai Tiffin,Hsr,Koramangala 4Th Block,north indian,400.0,4.4,1290,Quick Bites,Yes,No
Dhaba Estd 1986 Delhi,Marathahalli,Marathahalli,"bbq, mughlai, biryani",1100.0,4.3,1287,"Casual Dining, Bar",Yes,Yes
Chulha Chauki Da Dhaba,Kalyan Nagar,Kammanahalli,north indian,800.0,4.1,1286,Casual Dining,Yes,No
Barbeque Nation,Rajajinagar,Rajajinagar,"north indian, european, mediterranean, bbq, kebab",1600.0,4.5,1284,Casual Dining,No,Yes
Nandhana Palace,New Bel Road,New Bel Road,"andhra, biryani, north indian, chinese",800.0,4.2,1282,Casual Dining,No,No
Once Upon a Rooftop,Jayanagar,Basavanagudi,"pizza, italian, chinese, thai",1000.0,4.3,1278,"Casual Dining, Bar",No,Yes
Chaipatty,Indiranagar,Old Airport Road,cafe,0.0,3.0,1275,Cafe,No,No
Gilly's Restobar,Electronic City,Electronic City,"continental, north indian, chinese, salad",1200.0,4.3,1265,"Pub, Casual Dining",No,Yes
Lazy Suzy,Indiranagar,Old Airport Road,"cafe, continental, beverages, burger, desserts, pizza, bakery, european",1000.0,4.4,1262,"Cafe, Bakery",Yes,Yes
MISU,St. Marks Road,Residency Road,"asian, japanese, korean, indonesian, malaysian, singaporean",1700.0,4.5,1260,"Casual Dining, Bar",Yes,Yes
Cable Car,Jayanagar,Jayanagar,"north indian, italian",1000.0,4.3,1257,Casual Dining,Yes,Yes
Mishmash,Hsr,Sarjapur Road,"mediterranean, continental, north indian, mughlai, salad",1400.0,3.9,1252,"Casual Dining, Bar",Yes,No
Myu Bar at Gilly's Redefined,Koramangala 4Th Block,Koramangala 7Th Block,"american, north indian, pizza, finger food, continental, italian",1200.0,4.5,1251,"Microbrewery, Bar",No,Yes
Bathinda Junction,Koramangala 5Th Block,Koramangala 7Th Block,"north indian, mughlai",600.0,4.1,1251,Casual Dining,Yes,Yes
Murli,Bellandur,Sarjapur Road,"north indian, chinese, street food, fast food, mithai",500.0,3.9,1246,Casual Dining,Yes,No
Tilt Gastro Lounge,Koramangala 5Th Block,Koramangala 7Th Block,"continental, american, north indian, chinese",1500.0,4.1,1244,"Lounge, Casual Dining",No,Yes
Attic Lounge,Koramangala 4Th Block,Koramangala 7Th Block,cafe,700.0,4.0,1243,Cafe,Yes,Yes
Kesariya,Jp Nagar,Jp Nagar,rajasthani,1200.0,4.2,1242,Casual Dining,No,Yes
Nando's,Indiranagar,Old Airport Road,"portuguese, wraps, burger, salad",1200.0,4.3,1240,Casual Dining,Yes,No
24th Main,Jp Nagar,Jayanagar,"north indian, south indian, chinese",800.0,0.0,1240,Casual Dining,No,Yes
Truffles,Kalyan Nagar,Kammanahalli,"cafe, american, burger, steak",900.0,4.5,1239,"Cafe, Casual Dining",No,No
eat.fit,Btm,Btm,"healthy food, north indian, biryani, continental, desserts",500.0,4.5,1238,Delivery,Yes,No
Southindies,Indiranagar,Old Airport Road,"south indian, chettinad, kerala, sri lankan",800.0,4.0,1231,Casual Dining,No,Yes
Three Dots & A Dash,Jp Nagar,Jayanagar,"european, continental",1500.0,4.3,1230,"Bar, Casual Dining",No,Yes
Savoury - Sea Shell Restaurant,Bannerghatta Road,Jp Nagar,"arabian, north indian, chinese, seafood, biryani, beverages",900.0,3.9,1230,Casual Dining,Yes,Yes
California Burrito,Koramangala 5Th Block,Koramangala 7Th Block,"mexican, fast food",400.0,4.1,1229,Quick Bites,No,No
Village - The Soul of India,Sarjapur Road,Sarjapur Road,"north indian, lucknowi, gujarati, maharashtrian, south indian, bengali",1100.0,3.9,1228,Casual Dining,No,No
Third Wave Coffee Roasters,Koramangala 4Th Block,Koramangala 7Th Block,"cafe, continental, desserts",800.0,4.4,1228,Cafe,No,No
Blistering Barnacles,Indiranagar,Old Airport Road,"chinese, continental, american, steak",1200.0,3.9,1224,Pub,No,Yes
